"method","setting","regime","rep","hits","fp"
"pettitt","default","ar1",1,0,1
"pettitt","default","ar1",2,1,0
"pettitt","default","ar1",3,1,0
"pettitt","default","ar1",4,1,0
"pettitt","default","ar1",5,1,0
"pettitt","default","ar1",6,1,0
"pettitt","default","ar1",7,1,0
"pettitt","default","ar1",8,1,0
"pettitt","default","ar1",9,1,0
"pettitt","default","ar1",10,0,1
"pettitt","default","hetero",1,1,0
"pettitt","default","hetero",2,1,0
"pettitt","default","hetero",3,1,0
"pettitt","default","hetero",4,1,0
"pettitt","default","hetero",5,1,0
"pettitt","default","hetero",6,1,0
"pettitt","default","hetero",7,1,0
"pettitt","default","hetero",8,1,0
"pettitt","default","hetero",9,1,0
"pettitt","default","hetero",10,1,0
"buishand","default","iid",1,1,0
"buishand","default","iid",2,1,0
"buishand","default","iid",3,1,0
"buishand","default","iid",4,1,0
"buishand","default","iid",5,1,0
"buishand","default","iid",6,1,0
"buishand","default","iid",7,0,1
"buishand","default","iid",8,1,0
"buishand","default","iid",9,1,0
"buishand","default","iid",10,1,0
"buishand","default","heavy",1,1,0
"buishand","default","heavy",2,1,0
"buishand","default","heavy",3,1,0
"buishand","default","heavy",4,1,0
"buishand","default","heavy",5,1,0
"buishand","default","heavy",6,1,0
"buishand","default","heavy",7,1,0
"buishand","default","heavy",8,1,0
"buishand","default","heavy",9,1,0
"buishand","default","heavy",10,1,0
"buishand","default","ar1",1,0,1
"buishand","default","ar1",2,1,0
"buishand","default","ar1",3,1,0
"buishand","default","ar1",4,1,0
"buishand","default","ar1",5,1,0
"buishand","default","ar1",6,1,0
"buishand","default","ar1",7,1,0
"buishand","default","ar1",8,1,0
"buishand","default","ar1",9,0,1
"buishand","default","ar1",10,0,1
"buishand","default","hetero",1,1,0
"buishand","default","hetero",2,1,0
"buishand","default","hetero",3,1,0
"buishand","default","hetero",4,1,0
"buishand","default","hetero",5,1,0
"buishand","default","hetero",6,1,0
"buishand","default","hetero",7,1,0
"buishand","default","hetero",8,1,0
"buishand","default","hetero",9,1,0
"buishand","default","hetero",10,1,0
"snht","default","iid",1,1,0
"snht","default","iid",2,1,0
"snht","default","iid",3,1,0
"snht","default","iid",4,1,0
"snht","default","iid",5,1,0
"snht","default","iid",6,1,0
"snht","default","iid",7,0,1
"snht","default","iid",8,1,0
"snht","default","iid",9,1,0
"snht","default","iid",10,1,0
"snht","default","heavy",1,1,0
"snht","default","heavy",2,1,0
"snht","default","heavy",3,1,0
"snht","default","heavy",4,1,0
"snht","default","heavy",5,1,0
"snht","default","heavy",6,1,0
"snht","default","heavy",7,1,0
"snht","default","heavy",8,1,0
"snht","default","heavy",9,1,0
"snht","default","heavy",10,1,0
"snht","default","ar1",1,0,1
"snht","default","ar1",2,1,0
"snht","default","ar1",3,1,0
"snht","default","ar1",4,1,0
"snht","default","ar1",5,1,0
"snht","default","ar1",6,0,1
"snht","default","ar1",7,1,0
"snht","default","ar1",8,1,0
"snht","default","ar1",9,0,1
"snht","default","ar1",10,0,1
"snht","default","hetero",1,1,0
"snht","default","hetero",2,1,0
"snht","default","hetero",3,1,0
"snht","default","hetero",4,1,0
"snht","default","hetero",5,1,0
"snht","default","hetero",6,0,1
"snht","default","hetero",7,1,0
"snht","default","hetero",8,1,0
"snht","default","hetero",9,1,0
"snht","default","hetero",10,1,0
"taylor","default","iid",1,2,1
"taylor","default","iid",2,2,0
"taylor","default","iid",3,2,0
"taylor","default","iid",4,2,0
"taylor","default","iid",5,2,0
"taylor","default","iid",6,2,3
"taylor","default","iid",7,2,0
"taylor","default","iid",8,2,1
"taylor","default","iid",9,2,0
"taylor","default","iid",10,2,1
"taylor","default","heavy",1,2,2
"taylor","default","heavy",2,2,0
"taylor","default","heavy",3,2,1
"taylor","default","heavy",4,2,0
"taylor","default","heavy",5,2,0
"taylor","default","heavy",6,2,1
"taylor","default","heavy",7,2,0
"taylor","default","heavy",8,2,1
"taylor","default","heavy",9,2,0
"taylor","default","heavy",10,2,0
"taylor","default","ar1",1,2,14
"taylor","default","ar1",2,2,22
"taylor","default","ar1",3,2,25
"taylor","default","ar1",4,2,19
"taylor","default","ar1",5,2,18
"taylor","default","ar1",6,2,18
"taylor","default","ar1",7,2,19
"taylor","default","ar1",8,2,18
"taylor","default","ar1",9,2,21
"taylor","default","ar1",10,2,25
"taylor","default","hetero",1,2,1
"taylor","default","hetero",2,2,0
"taylor","default","hetero",3,2,0
"taylor","default","hetero",4,2,0
"taylor","default","hetero",5,2,0
"taylor","default","hetero",6,2,1
"taylor","default","hetero",7,2,0
"taylor","default","hetero",8,2,1
"taylor","default","hetero",9,2,0
"taylor","default","hetero",10,2,1
"binsegrcpp","default","iid",1,2,1
"binsegrcpp","default","iid",2,2,0
"binsegrcpp","default","iid",3,2,0
"binsegrcpp","default","iid",4,2,0
"binsegrcpp","default","iid",5,2,0
"binsegrcpp","default","iid",6,2,0
"binsegrcpp","default","iid",7,2,2
"binsegrcpp","default","iid",8,2,0
"binsegrcpp","default","iid",9,2,0
"binsegrcpp","default","iid",10,2,2
"binsegrcpp","default","heavy",1,2,0
"binsegrcpp","default","heavy",2,2,3
"binsegrcpp","default","heavy",3,2,0
"binsegrcpp","default","heavy",4,2,0
"binsegrcpp","default","heavy",5,2,0
"binsegrcpp","default","heavy",6,2,0
"binsegrcpp","default","heavy",7,2,0
"binsegrcpp","default","heavy",8,2,1
"binsegrcpp","default","heavy",9,2,6
"binsegrcpp","default","heavy",10,2,0
"binsegrcpp","default","ar1",1,1,6
"binsegrcpp","default","ar1",2,2,11
"binsegrcpp","default","ar1",3,2,13
"binsegrcpp","default","ar1",4,2,1
"binsegrcpp","default","ar1",5,2,5
"binsegrcpp","default","ar1",6,2,13
"binsegrcpp","default","ar1",7,2,8
"binsegrcpp","default","ar1",8,2,11
"binsegrcpp","default","ar1",9,1,10
"binsegrcpp","default","ar1",10,2,15
"binsegrcpp","default","hetero",1,2,2
"binsegrcpp","default","hetero",2,2,0
"binsegrcpp","default","hetero",3,2,4
"binsegrcpp","default","hetero",4,2,0
"binsegrcpp","default","hetero",5,2,0
"binsegrcpp","default","hetero",6,2,4
"binsegrcpp","default","hetero",7,2,0
"binsegrcpp","default","hetero",8,2,0
"binsegrcpp","default","hetero",9,2,12
"binsegrcpp","default","hetero",10,2,6
